Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID
VIDANT BEAUFORT HOSPITAL,GENERAL ACUTE CARE,628 EAST TWELFTH ST,,WASHINGTON,NC,27889,BEAUFORT,35.54922190800003,-77.03783804899997,72.0,8.0,142.0,0.48,0.44,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3127889,2746,340186,3127889
NAPA STATE HOSPITAL,PSYCHIATRIC,2100 NAPA-VALLEJO HIGHWAY,,NAPA,CA,94558,NAPA,38.27803986800006,-122.26703340999997,49.0,0.0,151.0,0.537992731339111,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31294558,5508,054122,31294558
CHESTER REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,1 MEDICAL PARK DR,,CHESTER,SC,29706,CHESTER,34.68448241700002,-81.18315328199996,42.0,6.0,82.0,0.2,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3129706,3366,420019,3129706
GEORGIA REGIONAL HOSPITAL AT ATLANTA,PSYCHIATRIC,3073 PANTHERSVILLE ROAD,,DECATUR,GA,30034,DEKALB,33.696192231000055,-84.27410662299998,114.0,0.0,334.0,0.9980293198750301,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3130034,5063,114019,3130034
BAYFRONT MEDICAL CENTER,GENERAL ACUTE CARE,701 6TH ST S,NaN,SAINT PETERSBURG,FL,33701,PINELLAS,27.763420611000065,-82.64208186799993,359.0,41.0,480.0,0.5459610027855153,0.6829268292682927,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,3133701,836,100032,3133701
INFIRMARY LTAC HOSPITAL,LONG TERM CARE,5 MOBILE INFIRMARY CIRCLE,,MOBILE,AL,36607,MOBILE,30.696900692000042,-88.08029057499995,22.0,0.0,31.0,0.9826899128268991,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3136607,5530,012006,3136607
CHRISTUS JASPER MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1275 MARVIN HANCOCK DRIVE,,JASPER,TX,75951,JASPER,30.90789453000007,-94.00955330599999,40.0,6.0,59.0,0.15,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31375951,3733,450573,31375951
DECATUR COUNTY GENERAL HOSPITAL,GENERAL ACUTE CARE,969 TENNESSEE AVENUE SOUTH,,PARSONS,TN,38363,DECATUR,35.63595070100007,-88.12224489199998,40.0,,40.0,0.05,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3138363,3483,440070,3138363
NATIVIDAD MEDICAL CENTER,GENERAL ACUTE CARE,1441 CONSTITUTION BOULEVARD,,SALINAS,CA,93906,MONTEREY,36.69851657000004,-121.63059028999999,148.0,10.0,150.0,0.65,0.47,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31393906,407,050248,31393906
SELECT SPECIALTY HOSPITAL GULF COAST,LONG TERM CARE,1520 BROAD AVENUE,Suite 300,GULFPORT,MS,39501,HARRISON,30.369969005000033,-89.11611762199999,61.0,0.0,61.0,0.46808892881203684,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3139501,4818,252005,3139501
HARLAN ARH HOSPITAL,GENERAL ACUTE CARE,81 BALL PARK ROAD,,HARLAN,KY,40831,HARLAN,36.80945517100001,-83.31359839399995,81.0,7.0,150.0,0.44,0.55,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3140831,1565,180050,3140831
BAYFRONT HEALTH PORT CHARLOTTE,GENERAL ACUTE CARE,2500 HARBOR BLVD,NaN,PORT CHARLOTTE,FL,33952,CHARLOTTE,26.988925185000035,-82.09569025799993,206.0,21.0,254.0,0.6359223300970874,0.7619047619047619,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,31433952,720,100077,31433952
EVANSVILLE STATE HOSPITAL,PSYCHIATRIC,3400 LINCOLN AVENUE,,EVANSVILLE,IN,47714,VANDERBURGH,37.972853557000064,-87.50155370799993,,,168.0,,,None,None,HIFLD-BEDS,None,None,3147714,,,3147714
METHODIST HOSPITAL SOUTH,GENERAL ACUTE CARE,1905 HIGHWAY 97 EAST,,JOURDANTON,TX,78026,ATASCOSA,28.932984970000053,-98.52628509799996,67.0,6.0,67.0,0.21,0.21,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31478026,3560,450165,31478026
JONES MEMORIAL HOSPITAL,GENERAL ACUTE CARE,191 N MAIN ST,,WELLSVILLE,NY,14895,ALLEGANY,42.122421081000034,-77.95090130399994,49.0,6.0,49.0,0.42,0.43,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,314895,2574,330096,314895
"LAKELAND HOSPITAL, NILES",GENERAL ACUTE CARE,31 NORTH ST JOSEPH AVE,,NILES,MI,49120,BERRIEN,41.82792520200008,-86.26048853399998,,,76.0,,,None,None,HIFLD-BEDS,None,None,3149120,,,3149120
NEWPORT BAY HOSPITAL,PSYCHIATRIC,1501 EAST 16TH STREET,,NEWPORT BEACH,CA,92663,ORANGE,33.62228516400005,-117.90753578199995,36.0,0.0,36.0,0.8926940639269406,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31492663,5501,054135,31492663
PHYSICIANS REGIONAL - COLLIER BOULEVARD,GENERAL ACUTE CARE,8300 COLLIER BLVD,NaN,NAPLES,FL,34114,COLLIER,26.10553542100007,-81.68488477199999,100.0,12.0,100.0,0.54,0.9166666666666666,FL AHCA 2020-05-07,FL AHCA 2020-05-07,HIFLD-BEDS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,31534114,,,31534114
MENDOTA MENTAL HLTH INSTITUTE,PSYCHIATRIC,301 TROY DR,Suite 7850,MADISON,WI,53704,DANE,43.13373216800005,-89.39856893999996,379.0,,394.0,0.7438898,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,3153704,5227,,3153704
DISTRICT ONE HOSPITAL,GENERAL ACUTE CARE,200 STATE AVENUE,,FARIBAULT,MN,55021,RICE,44.288713317000024,-93.25785329799999,32.0,,49.0,0.37,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3155021,2059,240071,3155021
MARSHALL COUNTY HEALTHCARE CENTER,CRITICAL ACCESS,413 9TH STREET,,BRITTON,SD,57430,MARSHALL,45.78858387000002,-97.74613853099999,20.0,,20.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3157430,5254,431312,3157430
KIMBLE HOSPITAL,GENERAL ACUTE CARE,349 REID RD,,JUNCTION,TX,76849,KIMBLE,30.49847307600003,-99.78056091199993,15.0,,15.0,0.09,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,31576849,5403,451306,31576849
ASHLEY MEDICAL CENTER,CRITICAL ACCESS,612 CENTER AVENUE N,,ASHLEY,ND,58413,MCINTOSH,46.04007586600005,-99.37244121199996,20.0,,20.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3158413,4716,351322,3158413
FOOTHILL REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,14662 NEWPORT AVENUE,,TUSTIN,CA,92680,ORANGE,33.73025665600005,-117.82857161099994,135.0,15.0,135.0,0.21,0.42,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31592680,5556,050780,31592680
PALOS COMMUNITY HOSPITAL,GENERAL ACUTE CARE,12251 SOUTH 80TH AVENUE,,PALOS HEIGHTS,IL,60464,COOK,41.669210927000044,-87.81344399599999,377.0,24.0,425.0,0.6,0.74,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3160463,1073,140062,3160463
"THC CHICAGO, INC. - DBA KINDRED HOSPITAL - CENTRAL",LONG TERM CARE,4058 WEST MELROSE STREET,,CHICAGO,IL,60641,COOK,41.94024657500006,-87.72864369399997,187.0,0.0,187.0,0.3342172734598198,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3160641,5253,142009,3160641
PHYSICIANS REGIONAL - PINE RIDGE,GENERAL ACUTE CARE,6101 PINE RIDGE RD,NaN,NAPLES,FL,34119,COLLIER,26.21395286800003,-81.732683792,105.0,12.0,201.0,0.9047619047619048,0.9166666666666666,FL AHCA 2020-05-07,FL AHCA 2020-05-07,HCRIS-Total Staffed Beds,FL AHCA 2020-05-07,FL AHCA 2020-05-07,31634119,725,100286,31634119
SELECT SPECIALTY HOSPITAL ERIE,LONG TERM CARE,252 WEST 11TH STREET,,ERIE,PA,16501,ERIE,42.13401356900004,-80.08787877599995,,,50.0,,,None,None,HIFLD-BEDS,None,None,316501,,,316501
FULTON STATE HOSPITAL,PSYCHIATRIC,600 EAST 5TH,,FULTON,MO,65251,CALLAWAY,38.84713524800003,-91.93786545799995,38.0,0.0,38.0,0.9449170872386445,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3165251,4900,264004,3165251
MEMORIAL HERMANN KATY HOSPITAL,GENERAL ACUTE CARE,23900 KATY FREEWAY,,KATY,TX,77494,HARRIS,29.787310995000034,-95.78625453199994,208.0,32.0,208.0,0.55,0.81,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31677494,3699,450847,31677494
WEST HOLT MEMORIAL HOSPITAL,CRITICAL ACCESS,406 W NEELY ST,,ATKINSON,NE,68713,HOLT,42.52888831600006,-98.982662012,17.0,,17.0,0.1,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3168713,2368,281343,3168713
NORTH BAY MEDICAL CENTER,GENERAL ACUTE CARE,1200 B. GALE WILSON BLVD.,,FAIRFIELD,CA,94533,SOLANO,38.26183055300003,-122.04754781399998,182.0,24.0,182.0,0.66,0.66,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31694533,555,050367,31694533
DEQUINCY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,110 W 4TH ST,,DEQUINCY,LA,70633,CALCASIEU,30.452520835000033,-93.43642444099999,19.0,,29.0,0.38,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3170633,5216,191307,3170633
PLANTATION GENERAL HOSPITAL,GENERAL ACUTE CARE,401 NW 42ND AVE,NaN,PLANTATION,FL,33317,BROWARD,26.12640944900005,-80.20526766199998,264.0,14.0,264.0,0.4318181818181818,0.42857142857142855,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,31733317,705,,31733317
HARMON MEMORIAL HOSPITAL,GENERAL ACUTE CARE,400 EAST CHESTNUT STREET,,HOLLIS,OK,73550,HARMON,34.69220952400007,-99.91428904499996,22.0,,25.0,0.189642,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,3173550,3055,,3173550
CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),CRITICAL ACCESS,ONE CHOCTAW WAY,,TALIHINA,OK,74571,LATIMER,34.755488422000035,-95.084130841,43.0,,43.0,0.205798,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,3174571,3065,,3174571
HOUSTON METHODIST ST. CATHERINE HOSPITAL,LONG TERM CARE,701 SOUTH FRY,,KATY,TX,77450,HARRIS,29.776797050000024,-95.71684416499994,58.0,0.0,102.0,0.7241851676901275,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31777450,3702,452118,31777450
CORNERSTONE HOSPITAL OF AUSTIN,LONG TERM CARE,4207 BURNET ROAD,,AUSTIN,TX,78756,TRAVIS,30.311826245000077,-97.74329149699999,89.0,18.0,103.0,0.6835771,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,3178756,4812,,3178756
NORTH BAY VACAVALLEY HOSPITAL,GENERAL ACUTE CARE,1000 NUT TREE ROAD,,VACAVILLE,CA,95687,SOLANO,38.35579706300006,-121.95174901899999,,,50.0,,,None,None,HIFLD-BEDS,None,None,31795687,,,31795687
ROSE MEDICAL CENTER,GENERAL ACUTE CARE,4567 E 9TH AVENUE,,DENVER,CO,80220,DENVER,39.73197794500005,-104.93450914299996,226.0,35.0,422.0,0.58,0.38,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3180220,602,060032,3180220
PORTNEUF MEDICAL CENTER,GENERAL ACUTE CARE,777 HOSPITAL WAY,,POCATELLO,ID,83201,BANNOCK,42.87385300500005,-112.42076203199996,137.0,20.0,205.0,0.61,0.56,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3183201,1009,130028,3183201
ALTA VIEW HOSPITAL,GENERAL ACUTE CARE,9660 SOUTH 1300 EAST,,SANDY,UT,84094,SALT LAKE,40.57590515200008,-111.85396143499996,58.0,4.0,71.0,0.41,0.47,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3184094,3878,460044,3184094
"CHG HOSPITAL TUCSON, LLC",LONG TERM CARE,7220 EAST ROSEWOOD DR,,TUCSON,AZ,85710,PIMA,32.23124120400007,-110.83808282399995,32.0,,34.0,0.8285103,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,3185710,5547,,3185710
NEW MEXICO BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS,PSYCHIATRIC,3695 HOT SPRINGS BOULEVARD,,LAS VEGAS,NM,87701,SAN MIGUEL,35.60836497500002,-105.24224509099994,180.0,,180.0,,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,None,None,3187701,6201,,3187701
MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,REHABILITATION,"21720 KINGSLAND BOULEVARD, 102",Suite 102,KATY,TX,77450,HARRIS,29.77576547500007,-95.745799333,35.0,0.0,35.0,0.7488845401174168,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31877450,4825,673038,31877450
HORIZON SPECIALTY HOSPITAL OF HENDERSON,GENERAL ACUTE CARE,8550 S EASTERN AVE,NaN,HENDERSON,NV,89123,CLARK,36.03364520700007,-115.11671103099995,79.0,16.0,39.0,0.68,0.69,CAN NHA 2020-04-28,CAN NHA 2020-04-28,DH-NUM_LICENS,CAN NHA 2020-04-28,CAN NHA 2020-04-28,3189123,5923,,3189123
NORTH VALLEY BEHAVIORAL HEALTH,PSYCHIATRIC,1535 PLUMAS COURT,,YUBA CITY,CA,95993,SUTTER,39.15360362500007,-121.61754954999996,16.0,,16.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,31895993,5946,,31895993
WEST LOS ANGELES MEDICAL CENTER,MILITARY,11301 WILSHIRE BLVD,,LOS ANGELES,CA,90073,LOS ANGELES,34.05272127100005,-118.45275223899996,,,,,,None,None,,None,None,3190073,381,,3190073
PORT ST LUCIE HOSPITAL,PSYCHIATRIC,2550 SE WALTON RD,NaN,PORT SAINT LUCIE,FL,34952,ST. LUCIE,27.29753005800006,-80.27111146799997,75.0,0.0,75.0,0.76,,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,31934952,5240,104070,31934952
BANNER LASSEN MEDICAL CENTER,GENERAL ACUTE CARE,1800 SPRING RIDGE DRIVE,,SUSANVILLE,CA,96130,LASSEN,40.43688327700004,-120.62772847599999,25.0,,25.0,0.4,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3196130,317,051320,3196130
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,GENERAL ACUTE CARE,850 ED HALL DRIVE,,KAUFMAN,TX,75142,KAUFMAN,32.59216960500003,-96.31852025199998,63.0,8.0,91.0,0.15,0.26,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,31975142,3741,450292,31975142
PIONEER MEMORIAL HOSPITAL,GENERAL ACUTE CARE,564 E PIONEER DRIVE,,HEPPNER,OR,97836,MORROW,45.355899416000064,-119.54865943799996,21.0,,21.0,0.28,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3197836,3171,381310,3197836
KLICKITAT VALLEY HEALTH,CRITICAL ACCESS,310 SOUTH ROOSEVELT,,GOLDENDALE,WA,98620,KLICKITAT,45.820180332000064,-120.811106011,14.0,,25.0,0.19,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3198620,4037,501316,3198620
DOVER BEHAVIORAL HEALTH SYSTEM,PSYCHIATRIC,725 HORSEPOND RD,,DOVER,DE,19901,KENT,39.15367085100007,-75.48426013899994,99.0,0.0,104.0,0.9566901895669019,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,319901,4915,084004,319901
MONCRIEF ARMY COMMUNITY HOSPITAL,MILITARY,4500 STUART ST,,FORT JACKSON,SC,29206,RICHLAND,34.01192613400007,-80.93778993499996,,,,,,None,None,,None,None,32,,,32
SIBLEY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,5255 LOUGHBORO ROAD NW,,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,38.936220796000036,-77.10923889799993,189.0,39.0,342.0,0.75,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,320016,691,090005,320016
HOSP UNIVERSITARIO DR RAMON RUIZ ARNAU,GENERAL ACUTE CARE,AVE LAUREL - URB SANTA JUANITA,,BAYAMON,PR,956,BAYAMON,18.367570404000045,-66.15412448899997,102.0,,102.0,0.300269,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,3200956,4277,,3200956
NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,GENERAL ACUTE CARE,500 LYNNFIELD STREET,,LYNN,MA,1904,ESSEX,42.5018,-70.9799,,,,,,None,None,,None,None,3201904,,,3201904
PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES,LONG TERM CARE,5050 COUNTY ROAD 472,NaN,OXFORD,FL,34484,SUMTER,28.909808402000063,-82.01955424499994,40.0,8.0,40.0,0.65,0.875,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,32034484,5705,102028,32034484
BLUE HILL MEMORIAL HOSPITAL,CRITICAL ACCESS,57 WATER STREET,,BLUE HILL,ME,4614,HANCOCK,44.411480426000026,-68.58717505399994,25.0,,25.0,0.4,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3204614,1725,201300,3204614
HOSPITAL AT HEBREW HEALTH CARE,CHRONIC DISEASE,1 ABRAHMS BOULEVARD,,WEST HARTFORD,CT,6117,HARTFORD,41.80292551700006,-72.72927156699996,23.0,,23.0,0.07,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3206117,663,070040,3206117
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,LONG TERM CARE,1612 SOUTH HENDERSON BOULEVARD,,KILGORE,TX,75662,GREGG,32.37353582400005,-94.86804406099995,,,60.0,,,None,None,HIFLD-BEDS,None,None,32075662,,,32075662
NORTHERN INYO HOSPITAL,GENERAL ACUTE CARE,150 PIONEER LANE,,BISHOP,CA,93514,INYO,37.36206187200002,-118.40623976599994,25.0,4.0,25.0,0.39,0.12,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,32093514,303,051324,32093514
SHEPPARD PRATT AT ELLICOTT CITY,GENERAL ACUTE CARE,4100 COLLEGE AVENUE,,ELLICOTT CITY,MD,21041,HOWARD,39.25569233700002,-76.79311804199995,,,78.0,,,None,None,HIFLD-BEDS,None,None,321041,,,321041
ERIE COUNTY MEDICAL CENTER,GENERAL ACUTE CARE,462 GRIDER ST,,BUFFALO,NY,14215,ERIE,42.92507710000006,-78.83114576799994,340.0,38.0,573.0,0.82,0.95,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3214215,2604,330219,3214215
OTTO KAISER MEMORIAL HOSPITAL,CRITICAL ACCESS,3349 SOUTH HIGHWAY 181,,KENEDY,TX,78119,KARNES,28.850656699000048,-97.87825546399996,25.0,,25.0,0.16,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,32178119,3740,451364,32178119
NORTHRIDGE HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE,18300 ROSCOE BOULEVARD,,NORTHRIDGE,CA,91328,LOS ANGELES,34.219824929000026,-118.53306818799999,318.0,46.0,354.0,0.46,0.39,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,32191328,338,050116,32191328
BRANDYWINE HOSPITAL,GENERAL ACUTE CARE,201 REECEVILLE ROAD,,COATESVILLE,PA,19320,CHESTER,40.01012579400003,-75.786130126,155.0,15.0,171.0,0.56,0.41,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3219320,3230,390076,3219320
EDWARD MCCREADY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,201 HALL HIGHWAY,,CRISFIELD,MD,21817,SOMERSET,37.99755790900007,-75.85255488099993,3.0,,89.0,0.52,,HCRIS-Total Staffed Beds,None,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,None,3221817,,210045,3221817
INOVA MOUNT VERNON HOSPITAL,GENERAL ACUTE CARE,2501 PARKERS LANE,,ALEXANDRIA,VA,22306,FAIRFAX,38.739730069000075,-77.07704609799997,140.0,20.0,237.0,0.42,0.31,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3222306,3932,490122,3222306
PUTNAM COMMUNITY MEDICAL CENTER,GENERAL ACUTE CARE,611 ZEAGLER DR,NaN,PALATKA,FL,32177,PUTNAM,29.64236171400005,-81.69241584999997,84.0,10.0,99.0,0.6428571428571429,0.6,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,32232177,843,,32232177
MINNIE HAMILTON HEALTH CARE CENTER,CRITICAL ACCESS,186 HOSPITAL DRIVE,,GRANTSVILLE,WV,26147,CALHOUN,38.922760068000045,-81.09249295599994,25.0,,42.0,0.16,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3226147,4076,511303,3226147
WINKLER COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,821 JEFFEE DRIVE,,KERMIT,TX,79745,WINKLER,31.849592055000066,-103.09056262099995,19.0,,19.0,0.12,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,32279745,5288,451314,32279745
VIDANT BERTIE HOSPITAL,GENERAL ACUTE CARE,1403 SOUTH KING STREET,,WINDSOR,NC,27983,BERTIE,35.98864754500005,-76.92824948899994,6.0,,6.0,0.63,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,3227983,2747,341304,3227983
NORWALK COMMUNITY HOSPITAL,GENERAL ACUTE CARE,13222 BLOOMFIELD AVENUE,,NORWALK,CA,90650,LOS ANGELES,33.91067119400003,-118.06412434499998,,,50.0,,,None,None,HIFLD-BEDS,None,None,32290650,,,32290650
COLISEUM NORTHSIDE HOSPITAL,GENERAL ACUTE CARE,400 CHARTER BOULEVARD,,MACON,GA,31210,BIBB,32.871591962000025,-83.69471086799997,85.0,10.0,103.0,0.35,0.37,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,3231210,874,110201,3231210
