,County,FileNumber,ProviderName,Bed Census,Available,Available Capacity,Total Staffed Bed Capacity,Matched Name,Matched Score,CCM_ID,CCM County
224,PALM BEACH,100168,BOCA RATON REGIONAL HOSPITAL,301,85,22.02%,386,"BOCA RATON REGIONAL HOSPITAL, Boca Raton Regional Hospital, BOCA RATON REGIONAL HOSPITAL",90.00000762939453,3633486.0,PALM BEACH
225,PALM BEACH,100176,PALM BEACH GARDENS MEDICAL CENTER,171,47,21.56%,218,"PALM BEACH GARDENS MEDICAL CENTER, Palm Beach Gardens Medical Center, PALM BEACH GARDENS",90.00000762939453,30033410.0,PALM BEACH
226,PALM BEACH,100234,JFK MEDICAL CENTER NORTH CAMPUS,160,72,31.03%,232,"WEST PALM HOSPITAL, JFK Medical Center North Campus (FKA West Palm Hospital), ",90.00000762939453,6833407.0,PALM BEACH
227,PALM BEACH,100253,JUPITER MEDICAL CENTER,171,71,29.34%,242,"JUPITER MEDICAL CENTER, Jupiter Medical Center, JUPITER MEDICAL CENTER",90.00000762939453,19433458.0,PALM BEACH
228,PALM BEACH,100258,DELRAY MEDICAL CENTER,339,155,31.38%,494,"DELRAY MEDICAL CENTER, Delray Medical Center, DELRAY MEDICAL CENTER",90.00000762939453,7233484.0,PALM BEACH
229,PALM BEACH,104008,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC",0,0,,0,"JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, , JEROME GOLDEN CENTER FOR BAHAVOR",85.50000762939453,19133407.0,PALM BEACH
230,PALM BEACH,110006,PALMS WEST HOSPITAL,170,38,18.27%,208,"PALMS WEST HOSPITAL, Palms West Hospital, PALMS WEST HOSPITAL",90.00000762939453,30633470.0,PALM BEACH
231,PALM BEACH,110008,WEST BOCA MEDICAL CENTER,122,94,43.52%,216,"WEST BOCA MEDICAL CENTER, West Boca Medical Center, WEST BOCA MEDICAL CENTER",90.00000762939453,42033428.0,PALM BEACH
232,PALM BEACH,110010,WELLINGTON REGIONAL MEDICAL CENTER,205,43,17.34%,248,"WELLINGTON REGIONAL MEDICAL CENTER, Wellington Regional Medical Center, WELLINGTON REGL MEDICAL CENTER",90.00000762939453,41933414.0,PALM BEACH
233,PALM BEACH,110403,GOOD SAMARITAN MEDICAL CENTER,189,16,7.80%,205,"GOOD SAMARITAN MEDICAL CENTER, Good Samaritan Medical Center, GOOD SAMARITAN HOSPITAL",90.00000762939453,14133401.0,PALM BEACH
234,PALM BEACH,23960072,SELECT SPECIALTY HOSPITAL- PALM BEACH,59,1,1.67%,60,"SELECT SPECIALTY HOSPITAL - PALM BEACH, Select Specialty Hospital - Palm Beach, SSH - PALM BEACH  LLC",87.56758117675781,34433461.0,PALM BEACH
235,PALM BEACH,23960074,KINDRED HOSPITAL THE PALM BEACHES,55,3,5.17%,58,"KINDRED HOSPITAL PALM BEACHES, Kindred Hospital the Palm Beaches, ",90.00000762939453,19933418.0,PALM BEACH
236,PALM BEACH,23960098,BETHESDA HOSPITAL WEST,72,9,11.11%,81,"BETHESDA HOSPITAL WEST, Bethesda Hospital West, ",90.00000762939453,35733472.0,PALM BEACH
237,PASCO,100046,ADVENTHEALTH ZEPHYRHILLS,133,10,6.99%,143,"FLORIDA HOSPITAL ZEPHYRHILLS, AdventHealth Zephyrhills (FKA Florida Hospital Zephyrhills), ADVENTHEALTH ZEPHYRHILLS",90.00000762939453,13533541.0,PASCO
238,PASCO,100063,MORTON PLANT NORTH BAY HOSPITAL,205,10,4.65%,215,"MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER, Morton Plant North Bay Hospital Recovery Center, ",90.00000762939453,27233549.0,PASCO
239,PASCO,100191,MEDICAL CENTER OF TRINITY,193,52,21.22%,245,"MEDICAL CENTER OF TRINITY, Medical Center of Trinity (FKA Community Hospital), MEDICAL CENTER OF TRINITY",90.00000762939453,24634655.0,PASCO
240,PASCO,100211,ADVENTHEALTH DADE CITY,57,33,36.67%,90,"BAYFRONT HEALTH DADE CITY, AdventHealth Dade City (FKA Florida Hospital Dade City), ADVENTHEALTH DADE CITY",90.00000762939453,31233525.0,PASCO
241,PASCO,100256,REGIONAL MEDICAL CENTER BAYONET POINT,258,23,8.19%,281,"REGIONAL MEDICAL CENTER BAYONET POINT, Regional Medical Center Bayonet Point, REGIONAL MEDICAL CENTRE BAYONET POIN",90.00000762939453,32734667.0,PASCO
242,PASCO,23960082,ADVENTHEALTH CONNERTON,64,1,1.54%,65,"FLORIDA HOSPITAL AT CONNERTON LONG TERM, AdventHealth Connerton (FKA Florida Hospital at Connerton - Long Term Acute Care), ADVENTHEALTH CONNERTON",90.00000762939453,10934637.0,PASCO
243,PASCO,23960099,ADVENTHEALTH WESLEY CHAPEL,114,0,0.00%,114,"FLORIDA HOSPITAL WESLEY CHAPEL, AdventHealth Wesley Chapel (FKA Florida Hospital Wesley Chapel), FLORIDA HOSPITAL WESLEY CHAPEL",90.00000762939453,36833544.0,PASCO
244,PASCO,23960102,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,53,3,5.36%,56,"MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER, Morton Plant North Bay Hospital Recovery Center, ",90.00000762939453,27233549.0,PASCO
245,PASCO,23960110,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,34,28,45.16%,62,"MEDICAL CENTER OF TRINITY WEST PASCO CAM, , ",93.02326202392578,24734652.0,PASCO
246,PASCO,23960114,NORTH TAMPA BEHAVIORAL HEALTH,83,43,34.13%,126,"NORTH TAMPA BEHAVIORAL HEALTH, North Tampa Behavioral Health Hospital, NORTH TAMPA BEHAVIORAL HEALTH",90.00000762939453,36933543.0,PASCO
247,PINELLAS,100015,LARGO MEDICAL CENTER - INDIAN ROCKS,65,24,26.97%,89,"LARGO MEDICAL CENTER - INDIAN ROCKS, , ",95.89041900634766,21933774.0,PINELLAS
248,PINELLAS,100032,BAYFRONT HEALTH ST PETERSBURG,257,168,39.53%,425,"BAYFRONT MEDICAL CENTER, Bayfront Health - St Petersburg (FKA Bayfront Medical Center), BAYFRONT HEALTH ST. PETERSBURG",86.89656066894531,3133701.0,PINELLAS
249,PINELLAS,100043,MEASE DUNEDIN HOSPITAL,118,38,24.36%,156,"MEASE DUNEDIN HOSPITAL, Mease Dunedin Hospital, MEASE HOSPITAL AND CLINIC",90.00000762939453,24534698.0,PINELLAS
250,PINELLAS,100055,ADVENTHEALTH NORTH PINELLAS,103,29,21.97%,132,"FLORIDA HOSPITAL NORTH PINELLAS, AdventHealth North Pinellas (FKA Florida Hospital North Pinellas), ADVENTHEALTH - NORTH PINELLAS",90.00000762939453,12934689.0,PINELLAS
251,PINELLAS,100067,ST ANTHONYS HOSPITAL,318,24,7.02%,342,"ST ANTHONYS HOSPITAL, St Anthonys Hospital, ST. ANTHONYS HOSPITAL",90.00000762939453,37833705.0,PINELLAS
252,PINELLAS,100126,PALMS OF PASADENA HOSPITAL,126,8,5.97%,134,"PALMS OF PASADENA HOSPITAL, Palms of Pasadena Hospital, PALMS OF PASADENA",90.00000762939453,30433707.0,PINELLAS
253,PINELLAS,100127,MORTON PLANT HOSPITAL,354,77,17.87%,431,"MORTON PLANT HOSPITAL, Morton Plant Hospital, MORTON PLANT HOSPITAL",90.00000762939453,26833756.0,PINELLAS
254,PINELLAS,100180,ST PETERSBURG GENERAL HOSPITAL,117,9,7.14%,126,"ST PETERSBURG GENERAL HOSPITAL, St Petersburg General Hospital, ST. PETERSBURG GENERAL",90.00000762939453,39333710.0,PINELLAS
255,PINELLAS,100238,NORTHSIDE HOSPITAL,155,2,1.27%,157,"NORTHSIDE HOSPITAL, Northside Hospital, NORTHSIDE HOSPITAL",90.00000762939453,28633709.0,PINELLAS
256,PINELLAS,100248,LARGO MEDICAL CENTER,245,34,12.19%,279,"LARGO MEDICAL CENTER, Largo Medical Center, LARGO MEDICAL CENTER",90.00000762939453,21833770.0,PINELLAS
257,PINELLAS,100250,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,156,24,13.33%,180,"ALL CHILDREN'S HOSPITAL, Johns Hopkins All Childrens Hospital, JOHNS HOPKINS ALL CHILDRENS HOSPITA",87.56758117675781,233701.0,PINELLAS
258,PINELLAS,104017,WINDMOOR HEALTHCARE OF CLEARWATER,58,46,44.23%,104,"WINDMOOR HEALTHCARE OF CLEARWATER, Windmoor Healthcare, WINDMOOR HEALTHCARE",90.00000762939453,43333764.0,PINELLAS
259,PINELLAS,110001,MEASE COUNTRYSIDE HOSPITAL,221,50,18.45%,271,"MEASE COUNTRYSIDE HOSPITAL, Mease Countryside Hospital, MEASE HOSPITAL COUNTRYSIDE",90.00000762939453,24334695.0,PINELLAS
260,PINELLAS,110045,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,54,5,8.47%,59,"HEALTHSOUTH REHABILITATION HOSPITAL, Encompass Health Rehabilitation Hospital of Largo (FKA Healthsouth Rehabilitation Hospital of Largo), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,16033770.0,PINELLAS
261,PINELLAS,23960011,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,46,15,24.59%,61,"KINDRED HOSPITAL-BAY AREA-ST PETERSBURG, , ",96.29630279541016,20033705.0,PINELLAS
262,PINELLAS,23960085,BAYCARE ALLIANT HOSPITAL,26,22,45.83%,48,"BAYCARE ALLIANT HOSPITAL, BayCare Alliant Hospital, BAYCARE ALLIANT HOSPITAL",90.00000762939453,2834698.0,PINELLAS
263,POLK,100052,WINTER HAVEN HOSPITAL,304,16,5.00%,320,"WINTER HAVEN HOSPITAL, Winter Haven Hospital - Baycare, WINTER HAVEN HOSPITAL",90.00000762939453,43433881.0,POLK
264,POLK,100099,ADVENTHEALTH LAKE WALES,88,72,45.00%,160,"LAKE WALES MEDICAL CENTER, AdventHealth Lake Wales (FKA Lake Wales Medical Center), LAKE WALES MEDICAL CENTER",90.00000762939453,21233853.0,POLK
265,POLK,100121,BARTOW REGIONAL MEDICAL CENTER,53,2,3.64%,55,"BARTOW REGIONAL MEDICAL CENTER, Bartow Regional Medical Center, BARTOW REGIONAL MEDICAL CENTER",90.00000762939453,2333831.0,POLK
266,POLK,100137,ADVENTHEALTH HEART OF FLORIDA,123,69,35.94%,192,"HEART OF FLORIDA REGIONAL MEDICAL CENTER, AdventHealth Heart of Florida (FKA Heart of Florida Regional Medical Center), ",90.00000762939453,16833837.0,POLK
267,POLK,100157,LAKELAND REGIONAL MEDICAL CENTER,809,72,8.17%,881,"LAKELAND REGIONAL MEDICAL CENTER, Lakeland Regional Health Medical Center, LAKELAND REGIONAL MED CTR",90.00000762939453,21433805.0,POLK
268,POLK,120010,WINTER HAVEN WOMEN'S HOSPITAL,36,5,12.20%,41,"WINTER HAVEN WOMEN'S HOSPITAL, , ",95.08197784423828,32533880.0,POLK
269,PUTNAM,100232,PUTNAM COMMUNITY MEDICAL CENTER,66,18,21.43%,84,"PUTNAM COMMUNITY MEDICAL CENTER, Putnam Community Medical Center, ",90.00000762939453,32232177.0,PUTNAM
270,SANTA ROSA,100048,JAY HOSPITAL,11,10,47.62%,21,"JAY HOSPITAL, Jay Hospital, JAY HOSPITAL",90.00000762939453,19032565.0,SANTA ROSA
271,SANTA ROSA,100124,SANTA ROSA MEDICAL CENTER,70,80,53.33%,150,"SANTA ROSA MEDICAL CENTER, Santa Rosa Medical Center, SANTA ROSA MEDICAL CENTER",90.00000762939453,33632570.0,SANTA ROSA
272,SANTA ROSA,104027,WEST FLORIDA COMMUNITY CARE CENTER,24,76,76.00%,100,"WEST FLORIDA COMMUNITY CARE CENTER, West Florida Community Care Center, WEST FLORIDA COMM. CARE CENTER",90.00000762939453,42132570.0,SANTA ROSA
273,SANTA ROSA,110003,GULF BREEZE HOSPITAL,52,25,32.47%,77,"GULF BREEZE HOSPITAL, Gulf Breeze Hospital, GULF BREEZE HOSPITAL",90.00000762939453,14332561.0,SANTA ROSA
274,SARASOTA,100070,VENICE REGIONAL BAYFRONT HEALTH,129,101,43.91%,230,"VENICE REGIONAL MEDICAL CENTER, Venice Regional Bayfront Health (FKA Venice Regional Medical Center), VENICE REGIONAL MEDICAL CENTER",90.00000762939453,41334285.0,SARASOTA
275,SARASOTA,100087,SARASOTA MEMORIAL HOSPITAL,699,14,1.96%,713,"SARASOTA MEMORIAL HOSPITAL, Sarasota Memorial Hospital, SARASOTA MEMORIAL HOSPITAL",90.00000762939453,33734239.0,SARASOTA
276,SARASOTA,100166,DOCTORS HOSPITAL OF SARASOTA,106,40,27.40%,146,"DOCTORS HOSPITAL OF SARASOTA, Doctors Hospital of Sarasota, DOCTORS HOSPITAL OF SARASOTA",90.00000762939453,7834233.0,SARASOTA
277,SARASOTA,110004,ENGLEWOOD COMMUNITY HOSPITAL,42,33,44.00%,75,"ENGLEWOOD COMMUNITY HOSPITAL, Englewood Community Hospital, ENGLEWOOD COMMUNITY HOSPITAL",90.00000762939453,9434223.0,SARASOTA
278,SARASOTA,110013,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,77,13,14.44%,90,"HEALTHSOUTH REHABILITATION HOSPITAL OF SARASOTA, Encompass Health Rehabilitation Hospital of Sarasota (FKA Healthsouth Rehab Hospital of Sarasota), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,16234240.0,SARASOTA
279,SARASOTA,23960049,PAM SPECIALTY HOSPITAL OF SARASOTA,35,5,12.50%,40,"COMPLEX CARE HOSPITAL AT RIDGELAKE, PAM Specialty Hospital of Sarasota (FKA Complex Care Hospital at Ridgelake), COMPLEX CARE HOSPITAL AT RIDGELAKE",90.00000762939453,6934240.0,SARASOTA
280,SEMINOLE,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,187,21,10.10%,208,"CENTRAL FLORIDA REGIONAL HOSPITAL, Central Florida Regional Hospital, CENTRAL FLORIDA REGIONAL HOSPITAL",90.00000762939453,6232771.0,SEMINOLE
281,SEMINOLE,100263,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,221,31,12.30%,252,"HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS, Encompass Health Rehabilitation Hospital of Altamonte Springs (FKA HealthSouth Rehabilitation Hospital of Altamonte Springs), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,35632714.0,SEMINOLE
282,SEMINOLE,120004,ADVENTHEALTH ALTAMONTE SPRINGS,306,87,22.14%,393,"HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS, Encompass Health Rehabilitation Hospital of Altamonte Springs (FKA HealthSouth Rehabilitation Hospital of Altamonte Springs), ENCOMPASS HEALTH REHABILITATION HOSP",85.50000762939453,35632714.0,SEMINOLE
283,SEMINOLE,23960115,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,55,5,8.33%,60,"HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS, Encompass Health Rehabilitation Hospital of Altamonte Springs (FKA HealthSouth Rehabilitation Hospital of Altamonte Springs), ENCOMPASS HEALTH REHABILITATION HOSP",90.00000762939453,35632714.0,SEMINOLE
284,SEMINOLE,23960121,OVIEDO MEDICAL CENTER,54,10,15.63%,64,"OVIEDO MEDICAL CENTER, Oviedo Medical Center, OVIEDO MEDICAL CENTER",90.00000762939453,178432765.0,SEMINOLE
285,ST. JOHNS,100219,FLAGLER HOSPITAL,197,135,40.66%,332,"FLAGLER HOSPITAL, Flagler Health (AKA Flagler Hospital), FLAGLER HOSPITAL",90.00000762939453,9832086.0,ST. JOHNS
286,ST. LUCIE,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,378,37,8.92%,415,"LAWNWOOD REGIONAL MEDICAL CENTER & HEART, Lawnwood Regional Medical Center & Heart Institute, LAWNWOOD REGIONAL MEDICAL CENTER",90.00000762939453,22134950.0,ST. LUCIE
287,ST. LUCIE,100260,ST LUCIE MEDICAL CENTER,200,29,12.66%,229,"ST LUCIE MEDICAL CENTER, St Lucie Medical Center, ST. LUCIE MEDICAL CENTER",90.00000762939453,39034952.0,ST. LUCIE
288,ST. LUCIE,110022,PORT ST LUCIE HOSPITAL,59,16,21.33%,75,"PORT ST LUCIE HOSPITAL, Port St Lucie Hospital, PORT ST LUCIE HOSPITAL",90.00000762939453,31934952.0,ST. LUCIE
289,ST. LUCIE,23960108,CLEVELAND CLINIC TRADITION HOSPITAL,152,25,14.12%,177,"TRADITION MEDICAL CENTER, Cleveland Clinic Tradition Hospital (FKA Tradition Medical Center), ",90.00000762939453,36434987.0,ST. LUCIE
290,SUMTER,23960032,UF HEALTH THE VILLAGES HOSPITAL,195,112,36.48%,307,"VILLAGES REGIONAL HOSPITAL, THE, UF Health the Villages Hospital (FKA the Villages Regional Hospital), THE VILLAGES REGIONAL HOSPITAL",90.00000762939453,41632159.0,SUMTER
291,SUMTER,23960086,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,31,9,22.50%,40,"PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES, Select Specialty Hospital - The Villages (FKA Promise Hospital of Florida at the Villages), SSH - THE VILLAGES",85.50000762939453,32034484.0,SUMTER
292,SUWANNEE,100146,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0,0,,0,"SHANDS LIVE OAK REGIONAL MEDICAL CENTER, Shands Live Oak Regional Medical Center, LIVE OAK SHANDS",85.50000762939453,35732060.0,SUWANNEE
293,TAYLOR,100106,DOCTORS' MEMORIAL HOSPITAL,9,7,43.75%,16,"DOCTORS MEMORIAL HOSPITAL, Doctors Memorial Hospital, DOCTORS MEMORIAL",86.5384750366211,8232348.0,TAYLOR
294,UNION,100241,LAKE BUTLER HOSPITAL,5,20,80.00%,25,"LAKE BUTLER HOSPITAL HAND SURGERY CENTER, Lake Butler Hospital (FKA Lake Butler Hand Surgery Center), LAKE BUTLER HOSPITAL",90.00000762939453,20832054.0,UNION
295,UNION,110183,RECEPTION AND MEDICAL CENTER HOSPITAL,49,55,52.88%,104,"RECEPTION AND MEDICAL CENTER HOSPITAL, Reception and Medical Center, ",90.00000762939453,32432054.0,UNION
296,VOLUSIA,100014,ADVENTHEALTH NEW SMYRNA BEACH,77,32,29.36%,109,"FLORIDA HOSPITAL NEW SMYRNA, AdventHealth New Smyrna Beach (FKA Florida Hospital New Smyrna), ADVENTHEALTH NEW SMYRNA BEACH",90.00000762939453,3232168.0,VOLUSIA
297,VOLUSIA,100017,HALIFAX HEALTH MEDICAL CENTER,378,155,29.08%,533,"HALIFAX HEALTH MEDICAL CENTER, Halifax Health Medical Center of Daytona Beach, HALIFAX MEDICAL CENTER",90.00000762939453,15132114.0,VOLUSIA
298,VOLUSIA,100045,ADVENTHEALTH DELAND,102,62,37.80%,164,"FLORIDA HOSPITAL DELAND, AdventHealth DeLand (FKA Florida Hospital DeLand), ADVENTHEALTH DELAND",90.00000762939453,11532721.0,VOLUSIA
299,VOLUSIA,100072,ADVENTHEALTH FISH MEMORIAL,147,42,22.22%,189,"FLORIDA HOSPITAL FISH MEMORIAL, AdventHealth Fish Memorial (FKA Florida Hospital Fish Memorial), ADVENTHEALTH FISH MEMORIAL",90.00000762939453,11932763.0,VOLUSIA
300,VOLUSIA,100169,ADVENTHEALTH DAYTONA BEACH,230,92,28.57%,322,"FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER, AdventHealth Daytona Beach (FKA Florida Hospital Memorial Medical Center), ADVENTHEALTH DAYTONA BEACH -AMENDED",90.00000762939453,12732117.0,VOLUSIA
301,VOLUSIA,110016,HALIFAX PSYCHIATRIC CENTER-NORTH,13,19,59.38%,32,"HALIFAX PSYCHIATRIC CENTER-NORTH, , ",95.52239990234375,15432117.0,VOLUSIA
302,VOLUSIA,23960051,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,38,27,41.54%,65,"HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE, , ",96.5517349243164,15332127.0,VOLUSIA
303,VOLUSIA,23960120,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,28,6,17.65%,34,"SELECT SPECIALTY HOSPITAL - DAYTONA BEACH, Select Specialty Hospital - Daytona Beach, SSH - DAYTONA BEACH",90.00000762939453,35832117.0,VOLUSIA
304,VOLUSIA,23960152,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,35,38,52.05%,73,"FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER, AdventHealth Daytona Beach (FKA Florida Hospital Memorial Medical Center), ADVENTHEALTH DAYTONA BEACH -AMENDED",85.50000762939453,12732117.0,VOLUSIA
305,WALTON,100081,HEALTHMARK REGIONAL MEDICAL CENTER,4,9,69.23%,13,"HEALTHMARK REGIONAL MEDICAL CENTER, Healthmark Regional Medical Center, HEALTHMARK REGIONAL MED CTR",90.00000762939453,15632435.0,WALTON
306,WALTON,23960041,ASCENSION SACRED HEART EMERALD COAST,69,35,33.65%,104,"SACRED HEART HOSPITAL ON EMERALD COAST, Ascension Sacred Heart Hospital on the Emerald Coast, SACRED HEART HOSPITAL ON THE EMERALD",85.50000762939453,33132550.0,WALTON
307,WASHINGTON,100147,NORTHWEST FLORIDA COMMUNITY HOSPITAL,45,14,23.73%,59,"NORTHWEST FLORIDA COMMUNITY HOSPITAL, Northwest Florida Community Hospital, NORTHWEST FLORIDA COMMUNITY HOSPITAL",90.00000762939453,28732428.0,WASHINGTON
