hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
CHI ST ALEXIUS HEALTH WILLISTON,Voluntary non-profit - Church,Critical Access Hospitals,48.1543320,-103.6454370,1301 15TH AVE W,WILLISTON,,WILLIAMS,TRUE,,0,38105,"Williston, ND",48780,(701) 774-7400,ND,https://data.medicare.gov/resource/xubh-q36u/row-2m99~vhsx_qu32,58801,351334,351334,662569,1,351334,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,3628,,,,0,,,,,,,,,,,,,5096,,,,,,,,1744,,,56.0000,,370.1500
PARKLAND HEALTH AND HOSPITAL SYSTEM,Government - Hospital District or Authority,Acute Care Hospitals,32.8117980,-96.8369810,5200 HARRY HINES BLVD,DALLAS,,DALLAS,TRUE,,0,48113,"Dallas-Fort Worth-Arlington, TX",19100,(214) 590-8000,TX,https://data.medicare.gov/resource/xubh-q36u/row-r83n-2jzv.t89y,75235,450015,450015,659727,11,450015,5,2019-11-19,2017-10-01,2018-09-30,2018,364,t,621,35,,,35,,,,9,,,17,,,77,,12,771,18,18,,,,,,807,44,171226,11373,,,11373,,,,2354,,,2804,,,26334,,2331,243119,5297,6110,,,,,,49224,,89.0000,86.0000,631.4200,11324.1100
HOLY CROSS HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,26.1853780,-80.1176590,4725 N FEDERAL HWY,FORT LAUDERDALE,,BROWARD,TRUE,,0,12011,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,(954) 771-8000,FL,https://data.medicare.gov/resource/xubh-q36u/row-q8e2.rdpd.9cpi,33308,100073,100073,654519,1,100073,5,2019-09-09,2017-07-01,2018-06-30,2017,364,t,256,44,,,44,,,,,,,,,,9,,,309,,48,,,,,,357,11,49062,15358,,,15358,,,,,,,,,,839,,,66969,,12888,,,,,,5904,,95.0000,59.0000,50.2800,2435.0100
HELEN KELLER MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,34.7482490,-87.6988660,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,,COLBERT,TRUE,,0,01033,"Florence-Muscle Shoals, AL",22520,(256) 386-4556,AL,https://data.medicare.gov/resource/xubh-q36u/row-jy8a.vhn5.4yjk,35660,10019,10019,644083,9,10019,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,166,12,,,12,,,,,,,,,,,,,178,,,,,,,,178,,23447,2233,,,2233,,,,,,,,,,,,,27993,,,,,,,,2343,,51.0000,43.0000,,695.7600
TRI-CITY MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,33.1837830,-117.2909180,4002 VISTA WAY,OCEANSIDE,,SAN DIEGO,TRUE,,0,06073,"San Diego-Chula Vista-Carlsbad, CA",41740,(760) 724-8411,CA,https://data.medicare.gov/resource/xubh-q36u/row-hngp~yjnr~dx2a,92056,50128,50128,662018,11,50128,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,242,28,,,28,,,,,,,,,,20,,,290,5,10,,,,,,305,,45663,5691,,,5691,,,,,,,,,,3736,,,55090,1195,2516,,,,,,4007,,55.0000,52.0000,4.3100,1803.6000
SAINT JAMES HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,40.8734020,-88.6785830,2500 WEST REYNOLDS STREET,PONTIAC,,LIVINGSTON,FALSE,,0,17105,"Pontiac, IL",38700,(815) 842-2828,IL,https://data.medicare.gov/resource/xubh-q36u/row-5rfh_kxf8-j7x6,61764,140161,140161,644981,1,140161,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,37,5,,,5,,,,,,,,,,,,,42,,,,,,,,42,,5038,1136,,,1136,,,,,,,,,,,,,6586,,,,,,,,1287,,62.0000,43.0000,,288.0000
ST JOSEPH REGIONAL HEALTH CENTER,Voluntary non-profit - Private,Acute Care Hospitals,30.6555260,-96.3476380,2801 FRANCISCAN DR,BRYAN,,BRAZOS,FALSE,,0,48041,"College Station-Bryan, TX",17780,(979) 776-3912,TX,https://data.medicare.gov/resource/xubh-q36u/row-zs72.9n7k-uvcg,77802,450011,450011,660049,1,450011,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,189,20,,,20,,,,,,,,,,,,,209,,,,,,,,209,,48873,5407,,,5407,,,,,,,,,,,,,60425,,,,,,,,8348,,74.0000,79.0000,28.1800,1844.0500
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,38.5543750,-121.4575350,2315 STOCKTON BOULEVARD,SACRAMENTO,,SACRAMENTO,TRUE,,0,06067,"Sacramento-Roseville-Folsom, CA",40900,(916) 734-2011,CA,https://data.medicare.gov/resource/xubh-q36u/row-xgsz_gz6f-5jxx,95817,50599,50599,662166,10,50599,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,441,34,,10,44,,,,12,,,28,,,24,49,,598,,19,,,,,,617,,134934,11073,,3382,14455,,,,4288,,,9158,,,7336,14597,,185940,,5970,,,,,,3012,,90.0000,85.0000,562.6500,8448.0700
CASA COLINA HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,34.0962420,-117.7468610,255 E BONITA AVE,POMONA,,LOS ANGELES,FALSE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(909) 596-7733,CA,https://data.medicare.gov/resource/xubh-q36u/row-rhgb.p6kp-nbju,91767,50782,50782,662170,2,50782,5,2019-11-26,2018-04-01,2019-03-31,2018,364,t,25,6,,,6,,,,,,,,,,,,,31,,68,,,,,,99,,3971,400,,,400,,,,,,,,,,,,,4371,,21908,,,,,,239,,18.0000,38.0000,5.2500,499.8900
ST CATHERINE HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,37.9688710,-100.8686150,401 EAST SPRUCE,GARDEN CITY,,FINNEY,TRUE,,0,20055,"Garden City, KS",23780,(620) 272-2222,KS,https://data.medicare.gov/resource/xubh-q36u/row-33tn.4j7w~te3s,67846,170023,170023,660221,1,170023,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,75,8,,,8,,,,,,,,,,7,,,90,,10,,,,,,100,,11346,1590,,,1590,,,,,,,,,,655,,,14513,,2509,,,,,,1948,,54.0000,44.0000,,487.3000
ST LOUISE REGIONAL HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,37.0351100,-121.5730380,9400 NO NAME UNO,GILROY,,SANTA CLARA,TRUE,,0,06085,"San Jose-Sunnyvale-Santa Clara, CA",41940,(408) 848-2000,CA,https://data.medicare.gov/resource/xubh-q36u/row-bxa9-aaz9_2d3g,95020,50688,50688,658156,2,50688,1,2018-11-29,2017-07-01,2018-06-30,2017,364,t,64,8,,,8,,,,,,,,,,,,,72,,,,,,,,72,,9054,1779,,,1779,,,,,,,,,,,,,11489,,,,,,,,550,,61.0000,43.0000,,310.1200
BEARTOOTH BILLINGS CLINIC,Voluntary non-profit - Private,Critical Access Hospitals,45.2116970,-109.2430450,2525 N BROADWAY,RED LODGE,,CARBON,TRUE,,0,30009,"Billings, MT",13740,(406) 446-2345,MT,https://data.medicare.gov/resource/xubh-q36u/row-i4we~7hxf.sxbf,59068,271326,271326,640232,2,271326,1,2018-12-03,2017-07-01,2018-06-30,2017,364,t,10,,,,0,,,,,,,,,,,,,10,,,,,,,,10,,2000,,,,0,,,,,,,,,,,,,2000,,,,,,,,139,,,54.0000,,97.7100
STILLWATER BILLINGS CLINIC,Voluntary non-profit - Private,Critical Access Hospitals,45.6426860,-109.2431780,710 N 11TH ST,COLUMBUS,,STILLWATER,TRUE,,0,30095,"Billings, MT",13740,(406) 322-5316,MT,https://data.medicare.gov/resource/xubh-q36u/row-feve.dr4z_em5n,59019,271330,271330,662542,9,271330,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,10,,,,0,,,,,,,,,,,,,10,,,,,,,,10,,1308,,,,0,,,,,,,,,,,,,1308,,,,,,,,190,,,35.0000,,67.7500
AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,Voluntary non-profit - Private,Critical Access Hospitals,44.0803940,-98.5636820,604 1ST ST NE,WESSINGTON SPRINGS,,JERAULD,TRUE,,0,46073,"Huron, SD",26700,(605) 539-1201,SD,https://data.medicare.gov/resource/xubh-q36u/row-pcwb-j3y8~f5au,57382,431324,431324,662583,2,431324,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,,650,,,,0,,,,,,,,,,,,,650,,,,,,,,34,,,11.0000,,22.8200
BAPTIST HEALTH - FORT SMITH,Proprietary,Acute Care Hospitals,35.3745270,-94.4213110,1001 TOWSON AVENUE,FORT SMITH,,SEBASTIAN,TRUE,,0,05131,"Fort Smith, AR-OK",22900,(479) 441-4000,AR,https://data.medicare.gov/resource/xubh-q36u/row-4ynv.ndxe~fmn4,72901,40055,40055,650435,2,40055,1,2019-05-31,2018-11-01,2018-12-31,2019,60,t,289,31,,,31,,,,,,,,,,,,,320,23,,,,,,,343,,9015,444,,,444,,,,,,,,,,,,,9738,818,,,,,,,1272,,23.0000,50.0000,4.2600,159.2500
CHILDREN'S HOME OF PITTSBURGH,Voluntary non-profit - Private,Childrens,40.4646370,-79.9376420,5324 PENN AVENUE,PITTSBURGH,,ALLEGHENY,FALSE,,0,42003,"Pittsburgh, PA",38300,(412) 441-4884,PA,https://data.medicare.gov/resource/xubh-q36u/row-7vky_uvyh~58pt,15224,393304,393304,659723,4,393304,2,2019-10-01,2018-07-01,2019-06-30,2018,364,t,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF TEXAS MEDICAL BRANCH,Government - State,Acute Care Hospitals,29.3114430,-94.7762610,301 UNIVERSITY BOULEVARD,GALVESTON,,GALVESTON,TRUE,,0,48167,"Houston-The Woodlands-Sugar Land, TX",26420,(409) 772-1011,TX,https://data.medicare.gov/resource/xubh-q36u/row-yg6a~8grc.bxeb,77555,450018,450018,658590,10,450018,1,2019-02-01,2017-09-01,2018-08-31,2017,364,t,399,,,,0,,,,6,,,20,64,47,16,,9,561,,,,,,,,561,32,98973,,,,0,,,,1688,,,4851,16296,9148,4596,,118,143917,,,,,,,,9749,,,70.0000,479.4700,4715.2000
AURORA MEDICAL CENTER BURLINGTON,Voluntary non-profit - Private,Acute Care Hospitals,42.6735150,-88.2826480,252 MCHENRY ST,BURLINGTON,,RACINE,TRUE,,0,55101,"Racine, WI",39540,(262) 767-6545,WI,https://data.medicare.gov/resource/xubh-q36u/row-yeru_grmw.7t5q,53105,520059,520059,651101,3,520059,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,45,10,,,10,,,,,,,,,,,,,55,,,,,,,,55,,5758,1905,,,1905,,,,,,,,,,,,,7663,,,,,,,,1888,,52.0000,38.0000,,389.0000
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,Proprietary,Acute Care Hospitals,39.7179520,-105.1284410,11650 WEST 2ND PLACE,LAKEWOOD,,JEFFERSON,TRUE,,0,08059,"Denver-Aurora-Lakewood, CO",19740,(720) 321-5000,CO,https://data.medicare.gov/resource/xubh-q36u/row-b3pw~3vk6_q65v,80228,60124,60124,659765,2,60124,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,48,,,,0,,,,,,,,,,,,,48,,,,,,,,48,,5398,,,,0,,,,,,,,,,,,,5398,,,,,,,,251,,,30.0000,,158.9000
ST CHARLES PARISH HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,29.9245130,-90.3717510,1057 PAUL MAILLARD ROAD,LULING,,ST. CHARLES,TRUE,,0,22089,"New Orleans-Metairie, LA",35380,(985) 785-3644,LA,https://data.medicare.gov/resource/xubh-q36u/row-jwzr_ckt6~ux2m,70070,190079,190079,661901,11,190079,1,2018-12-21,2017-08-01,2018-07-31,2017,364,t,31,8,,,8,,,,,,,,,,,,,39,20,,,,,,,59,,2408,628,,,628,,,,,,,,,,,,,3036,5441,,,,,,,905,,21.0000,21.0000,,320.6400
"DUNCAN REGIONAL HOSPITAL, INC",Voluntary non-profit - Private,Acute Care Hospitals,34.5200140,-97.9749780,1407 WHISENANT DRIVE,DUNCAN,,STEPHENS,TRUE,,0,40137,"Duncan, OK",20340,(580) 252-5300,OK,https://data.medicare.gov/resource/xubh-q36u/row-dpp7.xywm-n53y,73533,370023,370023,654693,2,370023,1,2019-09-30,2018-07-01,2019-06-30,2018,364,t,77,9,,,9,,,,,,,,,,,,,86,12,12,,,,,,110,,12260,1452,,,1452,,,,,,,,,,,,,14838,2019,1383,,,,,,1738,,44.0000,47.0000,,657.3700
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,Proprietary,Acute Care Hospitals,25.9179310,-97.5119980,1040 W JEFFERSON ST,BROWNSVILLE,,CAMERON,TRUE,,0,48061,"Brownsville-Harlingen, TX",15180,(956) 544-1400,TX,https://data.medicare.gov/resource/xubh-q36u/row-2uxr-b9vz.7eni,78520,450028,450028,654696,4,450028,1,2019-09-26,2018-05-01,2019-04-30,2018,364,t,183,24,,,24,,,,,,,,,,36,,,243,,,,,,,,243,15,30516,4424,,,4424,,,,,,,,,,2898,,,40851,,,,,,,,3598,,50.0000,46.0000,,644.0000
HOPEDALE HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,40.4183830,-89.4177290,107 TREMONT STREET,HOPEDALE,,TAZEWELL,TRUE,,0,17179,"Peoria, IL",37900,(309) 449-4296,IL,https://data.medicare.gov/resource/xubh-q36u/row-xd8s-ubf6_48ka,61747,141330,141330,661879,2,141330,1,2019-12-06,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,59,72,,156,,1949,,,,0,,,,,,,,,,,,,1949,,,,,17320,20723,,191,,,21.0000,,264.1900
ST JOSEPH'S HOSPITAL,Voluntary non-profit - Church,Critical Access Hospitals,38.7570770,-89.6673580,12866 TROXLER AVENUE,HIGHLAND,,MADISON,TRUE,,0,17119,"St. Louis, MO-IL",41180,(618) 651-2600,IL,https://data.medicare.gov/resource/xubh-q36u/row-9pm4-6ca4.6gzh,62249,141336,141336,661881,1,141336,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,5885,,,,0,,,,,,,,,,,,,5885,,,,,,,,303,,,64.0000,,250.8900
PARKLAND HEALTH CENTER - BONNE TERRE,Voluntary non-profit - Private,Critical Access Hospitals,37.9092860,-90.5252970,7245 RAIDER ROAD,BONNE TERRE,,ST. FRANCOIS,TRUE,,0,29187,"Farmington, MO",22100,(573) 358-1400,MO,https://data.medicare.gov/resource/xubh-q36u/row-qfh6_b86g_9np8,63628,261315,261315,662397,2,261315,5,2019-12-04,2018-01-01,2018-12-31,2018,364,t,3,,,,0,,,,,,,,,,,,,3,,,,,,,,3,,23,,,,0,,,,,,,,,,,,,23,,,,,,,,15,,,2.0000,,46.8400
MEDICAL CITY MCKINNEY,Proprietary,Acute Care Hospitals,33.1598420,-96.6355030,4500 MEDICAL CENTER DRIVE,MCKINNEY,,COLLIN,TRUE,,0,48085,"Dallas-Fort Worth-Arlington, TX",19100,(972) 547-8000,TX,https://data.medicare.gov/resource/xubh-q36u/row-6zuh~kh9r.qkdr,75069,450403,450403,662606,4,450403,5,2019-10-16,2017-09-01,2018-08-31,2017,364,t,133,16,,,16,,,,,,,,,,7,,,156,63,15,,,,,,234,,37950,4996,,,4996,,,,,,,,,,1703,,,46922,16094,2367,,,,,,2923,,85.0000,82.0000,,831.3600
LOST RIVERS MEDICAL CENTER,Government - Hospital District or Authority,Critical Access Hospitals,43.6405520,-113.2962530,551 HIGHLAND DRIVE,ARCO,,BUTTE,TRUE,,0,16023,"Idaho Falls, ID",26820,(208) 252-7654,ID,https://data.medicare.gov/resource/xubh-q36u/row-77px.m9qb~bsww,83213,131324,131324,640856,11,131324,1,2019-01-08,2017-10-01,2018-09-30,2018,364,t,14,,,,0,,,,,,,,,,,,,14,,,,,,,,14,,262,,,,0,,,,,,,,,,,,,262,,,,,,,,14,,,5.0000,,58.0600
UNION MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,34.7114380,-81.6286680,322 WEST SOUTH STREET,UNION,,UNION,TRUE,,0,45087,"Union, SC",46420,(864) 301-2000,SC,https://data.medicare.gov/resource/xubh-q36u/row-a8su_cikk-4j4z,29379,420108,420108,645181,11,420108,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,43,6,,,6,,,,,,,,,,,,,49,,,,,,,,49,,2420,,,,0,,,,,,,,,,,,,2420,,,,,,,,774,,0.0000,13.0000,,230.2600
PALM BAY HOSPITAL,Proprietary,Acute Care Hospitals,27.9983300,-80.6120800,"1425 MALABAR RD, NE",PALM BAY,,BREVARD,TRUE,,0,12009,"Palm Bay-Melbourne-Titusville, FL",37340,(321) 434-8000,FL,https://data.medicare.gov/resource/xubh-q36u/row-a9fd-uaut~kpyk,32907,100316,100316,646071,2,100316,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,108,12,,,12,,,,,,,,,,,,,120,18,,,,,,,138,,25980,3222,,,3222,,,,,,,,,,,,,29202,451,,,,,,,4737,,73.0000,66.0000,,541.7300
MT ASCUTNEY HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.4875220,-72.4009100,289 COUNTY ROAD,WINDSOR,,WINDSOR,TRUE,,0,50027,"Lebanon, NH-VT",30100,(802) 674-6711,VT,https://data.medicare.gov/resource/xubh-q36u/row-wz4v-vria_i3xt,5089,471302,471302,643748,2,471302,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,10,,,,,,35,,7140,,,,0,,,,,,,,,,,,,7140,,3020,,,,,,206,,,78.0000,,330.1800
SPRINGFIELD HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.2981414,-72.4948662,PO BOX 2003,SPRINGFIELD,,WINDSOR,TRUE,ROOFTOP,1,50027,"Lebanon, NH-VT",30100,(802) 885-2151,VT,https://data.medicare.gov/resource/xubh-q36u/row-zewq-djn4-pp8m,5156,471306,471306,643749,2,471306,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,10,,,,,,,35,,5724,,,,0,,,,,,,,,,,,,6048,2713,,,,,,,808,,,66.0000,,321.6600
TAYLORVILLE MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,39.5537530,-89.2937540,201 EAST PLEASANT STREET,TAYLORVILLE,,CHRISTIAN,TRUE,,0,17021,"Taylorville, IL",45380,(217) 824-3331,IL,https://data.medicare.gov/resource/xubh-q36u/row-vfba-cp55.36er,62568,141339,141339,643765,2,141339,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,5171,,,,0,,,,,,,,,,,,,5171,,,,,,,,305,,,56.0000,,263.8600
ST MARTIN HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,30.2824450,-91.8905530,210 CHAMPAGNE BOULEVARD,BREAUX BRIDGE,,ST. MARTIN,TRUE,,0,22099,"Lafayette, LA",29180,(337) 332-2178,LA,https://data.medicare.gov/resource/xubh-q36u/row-sqtt_6xnf.ujt3,70517,191302,191302,643779,11,191302,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,4873,,,,0,,,,,,,,,,,,,4873,,,,,,,,230,,,53.0000,,131.2000
PONTOTOC HEALTH SERVICE CAH,Voluntary non-profit - Private,Critical Access Hospitals,34.2428270,-88.9968000,176 SOUTH MAIN STREET,PONTOTOC,,PONTOTOC,TRUE,,0,28115,"Tupelo, MS",46180,(662) 489-5510,MS,https://data.medicare.gov/resource/xubh-q36u/row-cgtx~8fwc-42mt,38863,251308,251308,643801,2,251308,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,5722,,,,0,,,,,,,,,,,,,5722,,,,,,,,65,,,62.0000,,219.2300
CAPE FEAR VALLEY HOKE HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,35.0314260,-79.1088240,210 MEDICAL PAVILION DRIVE,RAEFORD,,HOKE,TRUE,,0,37093,"Fayetteville, NC",22180,(910) 904-8000,NC,https://data.medicare.gov/resource/xubh-q36u/row-awx4~hxxz-7m7w,28376,340188,340188,643820,9,340188,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,41,,,,0,,,,,,,,,,,,,41,,,,,,,,41,,2991,,,,0,,,,,,,,,,,,,2991,,,,,,,,995,,,20.0000,,262.0300
STROUD REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,35.7500350,-96.6832260,2308 HIGHWAY 66 WEST,STROUD,,LINCOLN,TRUE,,0,40081,"Oklahoma City, OK",36420,(918) 968-3571,OK,https://data.medicare.gov/resource/xubh-q36u/row-32s4-f67h_3c7q,74079,371316,371316,643835,4,371316,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,6708,,,,0,,,,,,,,,,,,,6708,,,,,,,,82,,,73.0000,,95.7900
BAYSIDE COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,29.7530120,-94.6868500,200 HOSPITAL DRIVE,ANAHUAC,,CHAMBERS,TRUE,,0,48071,"Houston-The Woodlands-Sugar Land, TX",26420,(409) 267-3143,TX,https://data.medicare.gov/resource/xubh-q36u/row-zszx-nqzy-xwd5,77514,451320,451320,643853,11,451320,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,14,,,,0,,,,,,,,,,,,,14,,,,,,,,14,,341,,,,0,,,,,,,,,,,,,341,,,,,,,,124,,,6.0000,,101.9900
NORTH SUNFLOWER MEDICAL CENTER CAH,Government - Local,Critical Access Hospitals,33.7348390,-90.5468230,840 NORTH OAK AVENUE,RULEVILLE,,SUNFLOWER,TRUE,,0,28133,"Indianola, MS",26940,(662) 756-2711,MS,https://data.medicare.gov/resource/xubh-q36u/row-aeyn_exnd~v4c3,38771,251318,251318,644041,9,251318,1,2019-03-04,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,10,,,,,,,35,,6382,,,,0,,,,,,,,,,,,,6382,2500,,,,,,,244,,,70.0000,,595.3200
HOLY CROSS HOSPITAL,Proprietary,Critical Access Hospitals,31.3411180,-110.9587340,1171 WEST TARGET RANGE ROAD,NOGALES,,SANTA CRUZ,TRUE,,0,04023,"Nogales, AZ",35700,(520) 285-3000,AZ,https://data.medicare.gov/resource/xubh-q36u/row-datt~k3n6_g682,85621,31313,31313,644092,1,31313,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2427,,,,0,,,,,,,,,,,,,3570,,,,,,,,487,,,39.0000,,138.4000
HEREFORD REGIONAL MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,34.8211620,-102.3902000,801 EAST THIRD,HEREFORD,,DEAF SMITH,TRUE,,0,48117,"Hereford, TX",25820,(806) 364-2141,TX,https://data.medicare.gov/resource/xubh-q36u/row-mm6e.hbdq-vz9a,79045,450155,450155,643952,11,450155,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,30,,,,0,,,,,,,,,,,,,30,,,,,,,,30,,1305,25,,,25,,,,,,,,,,,,,1821,,,,,,,,310,,,16.0000,,207.4900
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,Voluntary non-profit - Church,Acute Care Hospitals,32.3308450,-97.4391890,201 WALLS DRIVE,CLEBURNE,,JOHNSON,TRUE,,0,48251,"Dallas-Fort Worth-Arlington, TX",19100,(817) 641-2551,TX,https://data.medicare.gov/resource/xubh-q36u/row-wybt~sj5v-jxx6,76033,450148,450148,643738,2,450148,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,102,7,,,7,,,,,,,,,,,,,109,,,,,,,,109,21,9202,1532,,,1532,,,,,,,,,,,,,11404,,,,,,,,2179,,60.0000,28.0000,,357.7100
GIFFORD MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,43.9175470,-72.6662550,44 SOUTH MAIN STREET,RANDOLPH,,ORANGE,TRUE,,0,50017,"Lebanon, NH-VT",30100,(802) 728-4441,VT,https://data.medicare.gov/resource/xubh-q36u/row-yeuf.js9v_q9as,5060,471301,471301,643747,2,471301,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,27,2,,,2,,,,,,,,,,,,,29,,,,,,,,29,,4970,214,,,214,,,,,,,,,,,,,5625,,,,,,,,241,,29.0000,53.0000,,336.9700
MURRAY-CALLOWAY COUNTY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,36.6086600,-88.3094980,803 POPLAR STREET,MURRAY,,CALLOWAY,TRUE,,0,21035,"Murray, KY",34660,(270) 762-1100,KY,https://data.medicare.gov/resource/xubh-q36u/row-m7pf.9rnr~pkib,42071,180027,180027,643768,8,180027,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,89,10,,,10,,,,,,,,,,,,,99,12,12,,154,,,,277,,15146,1588,,,1588,,,,,,,,,,,,,17995,1897,2299,,48563,,,,2288,,43.0000,49.0000,,1008.3000
BATON ROUGE GENERAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,30.4503360,-91.1546380,3600 FLORIDA BLVD,BATON ROUGE,,E. BATON ROUGE,TRUE,,0,22033,"Baton Rouge, LA",12940,(225) 387-7767,LA,https://data.medicare.gov/resource/xubh-q36u/row-wzk2-7azq.gecu,70806,190065,190065,643777,2,190065,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,212,24,,,24,,,,8,,,,,,9,,,253,50,8,,54,,,,365,,49326,5882,,,5882,,,,1184,,,,,,2134,,,60313,9715,1686,,11620,,,,5714,,67.0000,65.0000,63.2100,2020.4900
